bill_id,date,chamber,sequence,action
1969839,2025-02-18,Senate,3,"Subcommittee Meeting: 02/20/2025 11:30AM Room 217 Conference Room."
1969839,2025-02-20,Senate,4,"Subcommittee recommends passage."
1969839,2025-02-27,Senate,5,"Committee report, recommending passage. S.J. 383."
1969839,2025-02-27,Senate,6,"Placed on calendar."
1969839,2025-04-03,Senate,7,"Placed on calendar under unfinished business. S.J. 688."
1969839,2025-04-21,Senate,8,"Passed Senate, yeas 45, nays 0. S.J. 836."
1969839,2025-04-21,Senate,9,"Immediate message. S.J. 839."
1969839,2025-04-21,House,10,"Message from Senate. H.J. 995."
1969839,2025-04-21,House,11,"Read first time, passed on file. H.J. 1011."
1969839,2025-05-15,House,12,"Rereferred to Health and Human Services. H.J. 1221."
1969859,2025-02-13,House,1,"Introduced, referred to State Government. H.J. 329."
1969859,2025-02-18,House,2,"Subcommittee: Siegrist, Smith and Wilburn. H.J. 349."
1969859,2025-02-18,House,3,"Subcommittee Meeting: 02/19/2025 8:00AM RM 304."
1969859,2025-02-19,House,4,"Subcommittee recommends passage."
1969859,2025-02-26,House,5,"Committee report, recommending passage. H.J. 447."
1969859,2025-02-26,House,6,"Committee vote: Yeas, 23. Nays, 0. H.J. 447."
1969859,2025-02-28,House,7,"Committee report approving bill, renumbered as HF 706."
1969859,2025-03-31,House,8,"Withdrawn. H.J. 871."
1969879,2025-02-13,House,1,"Introduced, referred to Health and Human Services. H.J. 327."
1969903,2025-02-13,House,1,"By COMMITTEE ON STATE GOVERNMENT"
1969903,2025-02-13,House,2,"Introduced, referred to State Government. H.J. 330."
1969903,2025-02-13,House,3,"Subcommittee: Wulf, Bossman and Scheetz. H.J. 332."
1969903,2025-02-18,House,4,"Subcommittee Meeting: 02/19/2025 2:30PM House Lounge (Cancelled)."
1969903,2025-02-26,House,5,"Subcommittee Meeting: 02/26/2025 11:45AM RM 102."
1969903,2025-02-26,House,6,"Subcommittee recommends passage."
1969903,2025-03-05,House,7,"Committee report, recommending amendment and passage. H.J. 533."
1969903,2025-03-05,House,8,"Committee vote: Yeas, 15. Nays, 6. Excused, 2. H.J. 533."
1969903,2025-03-07,House,9,"Committee report approving bill, renumbered as HF 851."
1969927,2025-02-13,House,1,"By COMMITTEE ON STATE GOVERNMENT"
1969927,2025-02-13,House,2,"Introduced, referred to State Government. H.J. 331."
1969927,2025-02-13,House,3,"Subcommittee: Hora, Srinivas and Wulf. H.J. 332."
1969927,2025-02-17,House,4,"Subcommittee Meeting: 02/18/2025 2:30PM House Lounge 2."
1969927,2025-02-18,House,5,"Subcommittee recommends passage."
1969927,2025-02-26,House,6,"Committee report, recommending passage. H.J. 448."
1969927,2025-02-26,House,7,"Committee vote: Yeas, 17. Nays, 6. H.J. 448."
1969927,2025-02-28,House,8,"Committee report approving bill, renumbered as HF 704."
1969946,2025-02-13,Senate,1,"Introduced, placed on calendar. S.J. 265."
1969946,2025-02-13,Senate,2,"Committee report, approving bill. S.J. 272."
1969946,2025-02-25,Senate,3,"Amendment S-3009 filed. S.J. 360."
1969946,2025-03-04,Senate,4,"Amendment S-3016 filed. S.J. 412."
1969946,2025-03-11,Senate,5,"Point of order raised on S-3016. S.J. 487."
1969946,2025-03-11,Senate,6,"Deferred. S.J. 487."
1969946,2025-04-07,Senate,7,"Amendments S-3009 and S-3016 withdrawn. S.J. 701."
1969946,2025-04-07,Senate,8,"Passed Senate, yeas 31, nays 16. S.J. 702."
1969946,2025-04-07,Senate,9,"Immediate message. S.J. 702."
1969946,2025-04-08,House,10,"Message from Senate. H.J. 905."
1969946,2025-04-09,House,11,"Read first time, passed on file. H.J. 920."
1969946,2025-05-12,House,12,"Substituted for HF 702. H.J. 1135."
1969946,2025-05-12,House,13,"Amendment H-1313 filed. H.J. 1135."
1969946,2025-05-12,House,14,"Point of order raised on amendment H-1313, ruled not germane. H.J. 1136."
1969946,2025-05-12,House,15,"Motion to suspend rules for immediate consideration of amendment H-1313, yeas 25, nays 65. H.J. 1136."
1969946,2025-05-12,House,16,"Motion to suspend rules failed. H.J. 1137."
1969946,2025-05-12,House,17,"Passed House, yeas 51, nays 39. H.J. 1138."
1969946,2025-05-20,House,18,"Explanation of vote. H.J. 1223."
1969946,2025-05-12,House,19,"Immediate message. H.J. 1140."
1969946,2025-05-12,Senate,20,"Message from House. S.J. 967."
1969946,2025-05-19,Senate,21,"Reported correctly enrolled, signed by President and Speaker, and sent to Governor. S.J. 1050."
1969946,2025-05-19,Senate,22,"Signed by Governor. S.J. 1051."
1969969,2025-02-13,House,1,"Introduced, referred to Ways and Means. H.J. 329."
1969988,2025-02-13,House,1,"Introduced, referred to Health and Human Services. H.J. 328."
1970004,2025-02-13,Senate,1,"Introduced, referred to Transportation. S.J. 264."
1970004,2025-02-18,Senate,2,"Subcommittee: Lofgren, Dickey, and Zimmer. S.J. 303."
1970004,2025-02-18,Senate,3,"Subcommittee Meeting: 02/19/2025 8:30AM Senate Lounge."
1970004,2025-02-19,Senate,4,"Subcommittee recommends passage."
1970004,2025-02-26,Senate,5,"Committee report approving bill, renumbered as SF 447. S.J. 372."
1970021,2025-02-13,Senate,1,"Introduced, referred to Ways and Means. S.J. 267."
1970021,2025-02-18,Senate,2,"Subcommittee: Reichman, Gruenhagen, and Petersen. S.J. 303."
1970021,2025-03-31,Senate,3,"Subcommittee Meeting: 04/01/2025 1:00PM Room 315."
1970021,2025-04-01,Senate,4,"Subcommittee recommends passage."
1970021,2025-04-21,Senate,5,"Committee report approving bill, renumbered as SF 634. S.J. 844."
1970073,2025-02-13,Senate,1,"Introduced, referred to State Government. S.J. 264."
1970073,2025-02-18,Senate,2,"Subcommittee: Rozenboom, Celsi, and Schultz. S.J. 303."
1970133,2025-02-13,Senate,1,"Introduced, referred to Judiciary. S.J. 267."
1970133,2025-02-20,Senate,2,"Subcommittee: Schultz, Bousselot, and Knox. S.J. 326."
1970191,2025-02-13,Senate,1,"Introduced, referred to State Government. S.J. 267."
1970191,2025-02-20,Senate,2,"Subcommittee: Reichman, Campbell, and Celsi. S.J. 326."
1970191,2025-02-25,Senate,3,"Subcommittee reassigned: Reichman, Blake, and Campbell. S.J. 356."
1970191,2025-02-26,Senate,4,"Subcommittee Meeting: 03/03/2025 2:30PM Room 217 Conference Room."
1970191,2025-03-04,Senate,5,"Subcommittee recommends passage."
1970191,2025-03-05,Senate,6,"Committee report approving bill, renumbered as SF 551. S.J. 442."
1970249,2025-02-13,Senate,1,"Introduced, placed on calendar. S.J. 267."
1970249,2025-02-13,Senate,2,"Committee report, approving bill. S.J. 272."
1970249,2025-03-11,Senate,3,"Passed Senate, yeas 47, nays 0. S.J. 488."
1970249,2025-03-11,Senate,4,"Immediate message. S.J. 490."
1970249,2025-03-12,House,5,"Message from Senate. H.J. 609."
1970249,2025-03-12,House,6,"Read first time, referred to Commerce. H.J. 615."
1970249,2025-03-13,House,7,"Subcommittee: Lundgren, Srinivas and Wilz, H. H.J. 657."
1970249,2025-03-17,House,8,"Subcommittee Meeting: 03/19/2025 8:00AM RM 103."
1970249,2025-03-19,House,9,"Subcommittee recommends passage."
1971851,2025-02-17,Senate,1,"Introduced, referred to Judiciary. S.J. 277."
1971851,2025-02-20,Senate,2,"Subcommittee: Webster, Bisignano, and Rowley. S.J. 326."
1971851,2025-02-24,Senate,3,"Subcommittee reassigned: Webster, Rowley, and Weiner. S.J. 341."
1971851,2025-02-25,Senate,4,"Subcommittee Meeting: 02/26/2025 4:30PM Room 217 Conference Room."
1971851,2025-03-03,Senate,5,"Subcommittee recommends amendment and passage."
1971963,2025-02-17,House,1,"Introduced, referred to Labor and Workforce. H.J. 335."
1972101,2025-02-17,House,1,"Introduced, referred to Natural Resources. H.J. 337."
1972101,2025-02-25,House,2,"Subcommittee: Wengryn, Barker and Judge. H.J. 427."
1972101,2025-03-03,House,3,"Subcommittee Meeting: 03/04/2025 7:45AM House Lounge 2."
1972101,2025-03-04,House,4,"Subcommittee recommends passage."
1972101,2025-03-04,House,5,"Committee report, recommending passage. H.J. 508."
1972101,2025-03-04,House,6,"Committee vote: Yeas, 21. Nays, 0. H.J. 508."
1972101,2025-03-05,House,7,"Committee report approving bill, renumbered as HF 797."
1972114,2025-02-17,House,1,"Introduced, referred to Ways and Means. H.J. 337."
1972114,2025-02-26,House,2,"Subcommittee: Young, Jones and Judge. H.J. 441."
1972114,2025-03-04,House,3,"Subcommittee Meeting: 03/11/2025 12:00PM House Lounge 2."
1972114,2025-03-11,House,4,"Subcommittee recommends passage."
1972129,2025-02-17,House,1,"Introduced, referred to Health and Human Services. H.J. 335."
1972140,2025-02-17,House,1,"Introduced, referred to Education. H.J. 335."
1972155,2025-02-17,Senate,1,"By COMMITTEE ON STATE GOVERNMENT"
1972155,2025-02-17,Senate,2,"Introduced, referred to State Government."
1972155,2025-02-17,Senate,3,"Subcommittee: Rozenboom, Alons, and Winckler."
1972155,2025-02-18,Senate,4,"Subcommittee Meeting: 02/19/2025 3:30PM Senate Lounge."
1972155,2025-02-20,Senate,5,"Subcommittee recommends passage."
1972155,2025-03-05,Senate,6,"Committee report approving bill, renumbered as SF 541."
1972169,2025-02-17,House,1,"By COMMITTEE ON JUDICIARY"
1972169,2025-02-17,House,2,"Introduced, referred to Judiciary. H.J. 340."
1972169,2025-02-17,House,3,"Subcommittee: Thompson, M., Fett and Wilburn. H.J. 342."
1972169,2025-02-18,House,4,"Subcommittee Meeting: 02/20/2025 10:30AM House Lounge 2."
1972169,2025-02-20,House,5,"Subcommittee recommends passage."
1972169,2025-02-25,House,6,"Committee report, recommending passage. H.J. 434."
1972169,2025-02-25,House,7,"Committee vote: Yeas, 21. Nays, 0. H.J. 434."
1972169,2025-02-28,House,8,"Committee report approving bill, renumbered as HF 649."
1972183,2025-02-17,House,1,"Introduced, referred to Judiciary. H.J. 336."
1972196,2025-02-17,House,1,"Introduced, referred to Labor and Workforce. H.J. 337."
1972210,2025-02-17,House,1,"Introduced, referred to Health and Human Services. H.J. 336."
1972222,2025-02-17,House,1,"By COMMITTEE ON JUDICIARY"
1972222,2025-02-17,House,2,"Introduced, referred to Judiciary. H.J. 340."
1972222,2025-02-17,House,3,"Subcommittee: Holt, Lawler and Srinivas. H.J. 342."
1972222,2025-02-19,House,4,"Subcommittee Meeting: 02/20/2025 8:30AM House Lounge 2 (Cancelled)."
1972237,2025-02-17,House,1,"Introduced, referred to Health and Human Services. H.J. 336."
1972250,2025-02-17,House,1,"Introduced, referred to Judiciary. H.J. 337."
1972264,2025-02-17,House,1,"Introduced, referred to State Government. H.J. 338."
1972264,2025-02-26,House,2,"Subcommittee: Jeneary, Collins and Turek. H.J. 441."
1972264,2025-03-03,House,3,"Subcommittee Meeting: 03/05/2025 8:30AM RM 102."
1972264,2025-03-05,House,4,"Subcommittee recommends passage."
1972264,2025-03-05,House,5,"Committee report, recommending passage. H.J. 532."
1972264,2025-03-05,House,6,"Committee vote: Yeas, 21. Nays, 0. Excused, 2. H.J. 532."
1972264,2025-03-07,House,7,"Committee report approving bill, renumbered as HF 876."
1972264,2025-04-17,House,8,"Withdrawn. H.J. 988."
1972278,2025-02-17,House,1,"Introduced, referred to State Government. H.J. 338."
1972278,2025-02-17,House,2,"Subcommittee: Jones, Lundgren and Zabner. H.J. 341."
1972278,2025-02-17,House,3,"Subcommittee Meeting: 02/18/2025 7:45AM House Lounge."
1972278,2025-02-18,House,4,"Subcommittee recommends passage."
1972278,2025-02-26,House,5,"Committee report, recommending passage. H.J. 447."
1972278,2025-02-26,House,6,"Committee vote: Yeas, 13. Nays, 10. H.J. 447."
1972278,2025-02-28,House,7,"Committee report approving bill, renumbered as HF 654."
1972291,2025-02-17,Senate,1,"By COMMITTEE ON STATE GOVERNMENT"
1972291,2025-02-17,Senate,2,"Introduced, referred to State Government."
1972291,2025-02-17,Senate,3,"Subcommittee: Rozenboom, Alons, and Winckler."
1972291,2025-02-18,Senate,4,"Subcommittee Meeting: 02/19/2025 4:00PM Senate Lounge."
1972291,2025-02-20,Senate,5,"Subcommittee recommends passage."
1972291,2025-02-26,Senate,6,"Committee report approving bill, renumbered as SF 459."
1972305,2025-02-17,House,1,"By COMMITTEE ON JUDICIARY"
1972305,2025-02-17,House,2,"Introduced, referred to Judiciary. H.J. 339."
1972305,2025-02-17,House,3,"Subcommittee: Holt, Olson and Wheeler. H.J. 342."
1972305,2025-02-20,House,4,"Subcommittee Meeting: 02/20/2025 12:00PM RM 103."
1972305,2025-02-20,House,5,"Subcommittee recommends passage."
1972318,2025-02-17,House,1,"Introduced, placed on calendar. H.J. 338."
1972318,2025-04-03,House,2,"Referred to Judiciary. H.J. 895."
1972333,2025-02-17,House,1,"Introduced, referred to Health and Human Services. H.J. 336."
1972351,2025-02-17,House,1,"Resolution filed, laid over under Rule 25. H.J. 343."
1972351,2025-03-18,House,2,"Resolution adopted. H.J. 679."
1972366,2025-02-17,Senate,1,"By COMMITTEE ON WAYS AND MEANS"
1972366,2025-02-17,Senate,2,"Introduced, referred to Ways and Means."
1972366,2025-02-18,Senate,3,"Subcommittee: Gruenhagen, Driscoll, and Townsend."
1972366,2025-02-19,Senate,4,"Subcommittee Meeting: 02/24/2025 2:00PM Senate Lounge."
1972366,2025-02-24,Senate,5,"Subcommittee recommends passage."
1972366,2025-03-11,Senate,6,"Committee report approving bill, renumbered as SF 608."
1972377,2025-02-17,House,1,"By COMMITTEE ON COMMERCE"
1972377,2025-02-17,House,2,"Introduced, referred to Commerce. H.J. 340."
1972377,2025-02-17,House,3,"Subcommittee: Lawler, Mohr, G. and Srinivas. H.J. 342."
1972377,2025-02-18,House,4,"Subcommittee Meeting: 02/20/2025 11:00AM House Lounge 2."
1972377,2025-02-20,House,5,"Subcommittee recommends passage."
1972377,2025-02-25,House,6,"Committee report, recommending amendment and passage. H.J. 430."
1972377,2025-02-25,House,7,"Committee vote: Yeas, 22. Nays, 0. Excused, 1. H.J. 430."
1972377,2025-02-28,House,8,"Committee report approving bill, renumbered as HF 637."
1972391,2025-02-17,House,1,"By COMMITTEE ON HEALTH AND HUMAN SERVICES"
1972391,2025-02-17,House,2,"Introduced, referred to Health and Human Services. H.J. 339."
1972391,2025-02-17,House,3,"Subcommittee: Lundgren, Matson and Wood. H.J. 342."
1972391,2025-02-19,House,4,"Subcommittee Meeting: 02/25/2025 12:00PM RM 19."
1972391,2025-02-25,House,5,"Subcommittee recommends passage."
1972391,2025-02-26,House,6,"Committee report, recommending passage. H.J. 467."
1972391,2025-02-26,House,7,"Committee vote: Yeas, 13. Nays, 6. Excused, 2. H.J. 467."
1972391,2025-03-05,House,8,"Committee report approving bill, renumbered as HF 775."
1972405,2025-02-17,Senate,1,"By COMMITTEE ON STATE GOVERNMENT"
1972405,2025-02-17,Senate,2,"Introduced, referred to State Government."
1972405,2025-02-17,Senate,3,"Subcommittee: Rozenboom, Alons, and Bisignano."
1972405,2025-02-18,Senate,4,"Subcommittee Meeting: 02/20/2025 11:00AM Room 315."
1972405,2025-02-20,Senate,5,"Subcommittee recommends passage."
1972405,2025-02-26,Senate,6,"Committee report approving bill, renumbered as SF 457."
1972420,2025-02-17,House,1,"Introduced, referred to Judiciary. H.J. 336."
1972435,2025-02-17,House,1,"By COMMITTEE ON COMMERCE"
1972435,2025-02-17,House,2,"Introduced, referred to Commerce. H.J. 339."
1972435,2025-02-17,House,3,"Subcommittee: Bossman, Blom and James. H.J. 342."
1972435,2025-02-19,House,4,"Subcommittee Meeting: 02/25/2025 12:00PM RM 304."
1972435,2025-02-25,House,5,"Subcommittee recommends passage."
1972435,2025-03-04,House,6,"Committee report, recommending amendment and passage. H.J. 525."
1972435,2025-03-04,House,7,"Committee vote: Yeas, 23. Nays, 0. H.J. 525."
1972435,2025-03-07,House,8,"Committee report approving bill, renumbered as HF 874."
1972449,2025-02-17,House,1,"Introduced, referred to Natural Resources. H.J. 337."
1972464,2025-02-17,House,1,"Introduced, placed on calendar. H.J. 338."
1972464,2025-03-04,House,2,"Fiscal note."
1972464,2025-03-13,House,3,"Amendment H-1075 filed. H.J. 659."
1972464,2025-03-17,House,4,"Amendment H-1098 filed. H.J. 677."
1972464,2025-03-17,House,5,"Amendment H-1109 filed. H.J. 677."
1972464,2025-03-18,House,6,"Point of order raised on amendment H-1098 to amendment H-1075, ruled not germane. H.J. 707."
1972464,2025-03-18,House,7,"Motion to suspend rules for immediate consideration of amendment H-1098 to amendment H-1075, yeas 32, nays 65. H.J. 707."
1972464,2025-03-18,House,8,"Motion to suspend rules failed. H.J. 708."
1972464,2025-03-18,House,9,"Amendment H-1109 to amendment H-1075, yeas 32, nays 65, lost. H.J. 709."
1972464,2025-03-18,House,10,"Point of order raised on amendment H-1075, ruled not germane. H.J. 709."
1972464,2025-03-18,House,11,"Motion to suspend rules for immediate consideration of amendment H-1075. H.J. 710."
1972464,2025-03-18,House,12,"Motion to suspend rules prevailed. H.J. 710."
1972464,2025-03-18,House,13,"Amendment H-1075 adopted. H.J. 710."
1972464,2025-03-18,House,14,"Passed House, yeas 60, nays 37. H.J. 710."
1972464,2025-03-18,House,15,"Immediate message. H.J. 717."
1972464,2025-03-19,Senate,16,"Message from House. S.J. 570."
1972464,2025-03-19,Senate,17,"Read first time, attached to SF 519. S.J. 570."
1972464,2025-03-19,Senate,18,"Fiscal note."
1972464,2025-04-03,Senate,19,"Placed on calendar under unfinished business. S.J. 689."
1972464,2025-04-15,Senate,20,"Substituted for SF 519. S.J. 786."
1972464,2025-04-15,Senate,21,"Passed Senate, yeas 32, nays 15. S.J. 786."
1972464,2025-04-15,Senate,22,"Immediate message. S.J. 789."
1972464,2025-04-16,House,23,"Message from Senate. H.J. 947."
1972464,2025-05-19,House,24,"Reported correctly enrolled, signed by Speaker and President, and sent to Governor. H.J. 1224."
1972464,2025-06-11,House,25,"Signed by Governor. H.J. 1226."
1972477,2025-02-17,House,1,"Introduced, referred to Judiciary. H.J. 336."
1972493,2025-02-17,House,1,"Introduced, placed on calendar. H.J. 338."
1972493,2025-03-13,House,2,"Passed House, yeas 96, nays 0. H.J. 652."
1972493,2025-03-17,House,3,"Explanation of vote. H.J. 676."
1972493,2025-03-13,House,4,"Immediate message. H.J. 656."
1972493,2025-03-17,Senate,5,"Message from House. S.J. 540."
1972493,2025-03-17,Senate,6,"Read first time, referred to Workforce. S.J. 540."
1972493,2025-03-20,Senate,7,"Subcommittee: Schultz, Dickey, and Wahls."
1972493,2025-03-25,Senate,8,"Subcommittee Meeting: 03/26/2025 8:30AM Room 315."
1972493,2025-03-26,Senate,9,"Subcommittee recommends passage."
1972493,2025-04-02,Senate,10,"Committee report, recommending passage. S.J. 683."
1972493,2025-04-02,Senate,11,"Placed on calendar."
1972493,2025-04-10,Senate,12,"Placed on calendar under unfinished business. S.J. 757."
1972493,2025-04-14,Senate,13,"Passed Senate, yeas 45, nays 0. S.J. 770."
1972493,2025-04-14,Senate,14,"Immediate message. S.J. 772."
1972493,2025-04-15,House,15,"Message from Senate. H.J. 933."
1972493,2025-05-19,House,16,"Reported correctly enrolled, signed by Speaker and President, and sent to Governor. H.J. 1224."
1972493,2025-05-19,House,17,"Signed by Governor. H.J. 1226."
1972506,2025-02-17,House,1,"By COMMITTEE ON COMMERCE"
1972506,2025-02-17,House,2,"Introduced, referred to Commerce. H.J. 339."
1972506,2025-02-17,House,3,"Subcommittee: Lawler, James and Vondran. H.J. 342."
1972506,2025-02-18,House,4,"Subcommittee Meeting: 02/24/2025 12:30PM House Lounge."
1972506,2025-02-24,House,5,"Subcommittee recommends passage."
1972506,2025-02-25,House,6,"Committee report, recommending amendment and passage. H.J. 429."
1972506,2025-02-25,House,7,"Committee vote: Yeas, 22. Nays, 0. Excused, 1. H.J. 429."
1972506,2025-02-28,House,8,"Committee report approving bill, renumbered as HF 636."
1972521,2025-02-17,House,1,"By COMMITTEE ON COMMERCE"
1972521,2025-02-17,House,2,"Introduced, referred to Commerce. H.J. 339."
1972521,2025-02-17,House,3,"Subcommittee: Thomson, C., Blom and Wilson. H.J. 342."
1972521,2025-02-17,House,4,"Subcommittee Meeting: 02/20/2025 12:00PM RM 304."
1972521,2025-02-20,House,5,"Subcommittee recommends passage."
1972521,2025-02-25,House,6,"Committee report, recommending amendment and passage. H.J. 430."
1972521,2025-02-25,House,7,"Committee vote: Yeas, 22. Nays, 0. Excused, 1. H.J. 430."
1972521,2025-02-28,House,8,"Committee report approving bill, renumbered as HF 640."
1972536,2025-02-17,House,1,"Introduced, referred to Health and Human Services. H.J. 335."
1972550,2025-02-17,House,1,"By COMMITTEE ON JUDICIARY"
1972550,2025-02-17,House,2,"Introduced, referred to Judiciary. H.J. 339."
1972550,2025-02-17,House,3,"Subcommittee: Thomson, C., Croken and Stone. H.J. 342."
1972550,2025-02-17,House,4,"Subcommittee Meeting: 02/20/2025 12:15PM RM 304."
1972550,2025-02-20,House,5,"Subcommittee recommends passage."
1972550,2025-03-04,House,6,"Committee report, recommending passage. H.J. 508."
1972550,2025-03-04,House,7,"Committee vote: Yeas, 20. Nays, 0. Excused, 1. H.J. 508."
1972550,2025-03-07,House,8,"Committee report approving bill, renumbered as HF 842."
1972562,2025-02-17,House,1,"Introduced, placed on calendar. H.J. 338."
1972562,2025-03-13,House,2,"Amendment H-1084 filed. H.J. 659."
1972562,2025-03-17,House,3,"Amendment H-1099 filed. H.J. 677."
1972562,2025-03-17,House,4,"Fiscal note."
1972562,2025-03-18,House,5,"Point of order raised on amendment H-1099, ruled not germane. H.J. 711."
1972562,2025-03-18,House,6,"Motion to suspend rules for immediate consideration of amendment H-1099, yeas 33, nays 64. H.J. 711."
1972562,2025-03-18,House,7,"Motion to suspend rules failed. H.J. 712."
1972562,2025-03-18,House,8,"Amendment H-1113 to amendment H-1084 filed, withdrawn. H.J. 712."
1972562,2025-03-18,House,9,"Amendment H-1112 to amendment H-1084 filed, withdrawn. H.J. 712."
1972562,2025-03-18,House,10,"Amendment H-1084, yeas 63, nays 34, adopted. H.J. 713."
1972562,2025-03-18,House,11,"Passed House, yeas 64, nays 33. H.J. 714."
1972562,2025-03-18,House,12,"Immediate message. H.J. 717."
1972562,2025-03-19,Senate,13,"Message from House. S.J. 570."
1972562,2025-03-19,Senate,14,"Read first time, referred to Education. S.J. 570."
1972562,2025-03-26,Senate,15,"Subcommittee: Green, Campbell, and Quirmbach. S.J. 654."
1972562,2025-03-26,Senate,16,"Subcommittee Meeting: []."
1972562,2025-03-27,Senate,17,"Subcommittee recommends passage."
1972562,2025-04-03,Senate,18,"Fiscal note."
1972562,2025-04-07,Senate,19,"Committee report, recommending passage. S.J. 716."
1972562,2025-04-07,Senate,20,"Placed on calendar."
1972562,2025-04-10,Senate,21,"Placed on calendar under unfinished business. S.J. 757."
1972562,2025-04-23,Senate,22,"Passed Senate, yeas 48, nays 0. S.J. 865."
1972562,2025-04-23,Senate,23,"Immediate message. S.J. 868."
1972562,2025-04-23,House,24,"Message from Senate. H.J. 1038."
1972562,2025-05-06,House,25,"Reported correctly enrolled, signed by Speaker and President, and sent to Governor. H.J. 1090."
1972562,2025-05-06,House,26,"Signed by Governor. H.J. 1091."
1972577,2025-02-17,House,1,"Introduced, referred to Ways and Means. H.J. 337."
1972590,2025-02-17,House,1,"By COMMITTEE ON HEALTH AND HUMAN SERVICES"
1972590,2025-02-17,House,2,"Introduced, referred to Health and Human Services. H.J. 340."
1972590,2025-02-17,House,3,"Subcommittee: Nordman, Brown-Powers and Meyer, A. H.J. 342."
1972590,2025-02-18,House,4,"Subcommittee Meeting: 02/19/2025 4:00PM RM 102."
1972590,2025-02-19,House,5,"Subcommittee recommends passage."
1972590,2025-02-25,House,6,"Committee report, recommending amendment and passage. H.J. 432."
1972590,2025-02-25,House,7,"Committee vote: Yeas, 19. Nays, 0. Excused, 2. H.J. 432."
1972590,2025-03-05,House,8,"Committee report approving bill, renumbered as HF 754."
1972600,2025-02-17,House,1,"By COMMITTEE ON ECONOMIC GROWTH AND TECHNOLOGY"
1972600,2025-02-17,House,2,"Introduced, referred to Economic Growth and Technology. H.J. 339."
1972600,2025-02-17,House,3,"Subcommittee: Latham, Croken and Wood. H.J. 342."
1972600,2025-02-20,House,4,"Subcommittee Meeting: 02/25/2025 12:15PM House Lounge 2."
1972600,2025-02-25,House,5,"Subcommittee recommends amendment and passage."
1972616,2025-02-17,Senate,1,"Introduced, referred to Education. S.J. 279."
1972616,2025-02-19,Senate,2,"Subcommittee: Evans, Kraayenbrink, and Zimmer. S.J. 314."
1972628,2025-02-17,Senate,1,"Introduced, referred to State Government. S.J. 276."
1972628,2025-02-18,Senate,2,"Subcommittee: Bousselot, Green, and Staed. S.J. 303."
1972628,2025-02-18,Senate,3,"Subcommittee Meeting: 02/19/2025 11:30AM Room G15."
1972628,2025-02-19,Senate,4,"Subcommittee recommends passage."
1972644,2025-02-17,Senate,1,"Introduced, referred to Health and Human Services. S.J. 278."
1972644,2025-02-20,Senate,2,"Subcommittee: Klimesh, Costello, and Trone Garriott. S.J. 327."
1972659,2025-02-17,Senate,1,"Introduced, referred to Natural Resources and Environment. S.J. 279."
1972659,2025-02-18,Senate,2,"Subcommittee: Costello, Sires, and Staed. S.J. 303."
1972659,2025-02-18,Senate,3,"Subcommittee Meeting: 02/19/2025 4:00PM Room 217 Conference Room."
1972659,2025-02-20,Senate,4,"Subcommittee recommends passage."
1972659,2025-02-25,Senate,5,"Committee report approving bill, renumbered as SF 423. S.J. 358."
1972677,2025-02-17,Senate,1,"By COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENT"
1972677,2025-02-17,Senate,2,"Introduced, referred to Natural Resources and Environment."
1972677,2025-02-17,Senate,3,"Subcommittee: Sweeney, Evans, and Zimmer."
1972677,2025-02-18,Senate,4,"Subcommittee Meeting: 02/19/2025 3:00PM Room 315."
1972677,2025-02-19,Senate,5,"Subcommittee recommends amendment and passage."
1972677,2025-02-24,Senate,6,"Committee report approving bill, renumbered as SF 427."
1972692,2025-02-17,Senate,1,"Introduced, referred to Judiciary. S.J. 279."
1972692,2025-02-20,Senate,2,"Subcommittee: Schultz, Blake, and Bousselot. S.J. 327."
1972711,2025-02-17,Senate,1,"Introduced, referred to Judiciary. S.J. 278."
1972711,2025-02-20,Senate,2,"Subcommittee: Green, Blake, and Shipley. S.J. 327."
1972729,2025-02-17,Senate,1,"Introduced, referred to Judiciary. S.J. 280."
1972729,2025-02-20,Senate,2,"Subcommittee: Schultz, Bousselot, and Petersen. S.J. 327."
1972744,2025-02-17,Senate,1,"Introduced, referred to Judiciary. S.J. 278."
1972744,2025-02-20,Senate,2,"Subcommittee: Webster, Blake, and Schultz. S.J. 327."
1972744,2025-02-24,Senate,3,"Subcommittee Meeting: 02/26/2025 2:30PM Room 315."
1972744,2025-03-03,Senate,4,"Subcommittee recommends amendment and passage."
1972759,2025-02-17,Senate,1,"Introduced, referred to Judiciary. S.J. 278."
1972759,2025-02-19,Senate,2,"Rereferred to Health and Human Services. S.J. 307."
1972759,2025-02-24,Senate,3,"Subcommittee: Salmon, Campbell, and Celsi. S.J. 341."
1972759,2025-02-25,Senate,4,"Subcommittee reassigned: Salmon, Campbell, and Trone Garriott. S.J. 356."
1972759,2025-02-25,Senate,5,"Subcommittee Meeting: 02/26/2025 11:00AM Room 217 Conference Room."
1972759,2025-03-03,Senate,6,"Subcommittee recommends amendment and passage."
1972759,2025-03-06,Senate,7,"Committee report approving bill, renumbered as SF 554. S.J. 436."
1972777,2025-02-17,Senate,1,"Introduced, referred to Health and Human Services. S.J. 278."
1972777,2025-02-20,Senate,2,"Subcommittee: Klimesh, Costello, and Trone Garriott. S.J. 327."
1972793,2025-02-17,Senate,1,"Introduced, referred to Judiciary. S.J. 278."
1972793,2025-02-20,Senate,2,"Subcommittee: Lofgren, Bisignano, and Bousselot. S.J. 327."
