chamber,name,district,party,county,email,ga_num,start_date,end_date,link,person_id
House,Donovan Olson,48,Democrat,Boone,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=217,217
House,Helen Miller,49,Democrat,Webster,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=219,219
House,David A. Tjepkes,50,Republican,Webster,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=222,222
House,Rod A. Roberts,51,Republican,Carroll,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=80,80
House,Gary Worthan,52,Republican,Buena Vista,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=6324,6324
House,Daniel A. Huseman,53,Republican,Cherokee,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=10,10
House,Christopher C. Rants,54,Republican,Woodbury,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=4,4
House,Clarence C. Hoffman,55,Republican,Crawford,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=13,13
House,Matt W. Windschitl,56,Republican,Harrison,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=6282,6282
House,Jack Drake,57,Republican,Pottawattamie,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=81,81
House,Clel Baudler,58,Republican,Adair,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=78,78
House,Dan Clute,59,Republican,Polk,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=6283,6283
House,Elizabeth (Libby) S. Jacobs,60,Republican,Polk,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=74,74
House,Jo Oldson,61,Democrat,Polk,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=228,228
House,Bruce L. Hunter,62,Democrat,Polk,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=317,317
House,J. Scott Raecker,63,Republican,Polk,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=76,76
House,Janet A. Petersen,64,Democrat,Polk,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=72,72
House,Wayne W. Ford,65,Democrat,Polk,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=71,71
House,Ako Abdul-Samad,66,Democrat,Polk,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=6284,6284
House,Kevin M. McCarthy,67,Democrat,Polk,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=300,300
House,Rick Olson,68,Democrat,Polk,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=776,776
House,Walt Tomenga,69,Republican,Polk,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=777,777
House,Carmine R. Boal,70,Republican,Polk,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=65,65
House,James L. Van Engelenhoven,71,Republican,Marion,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=95,95
House,Richard D. Arnold,72,Republican,Lucas,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=91,91
House,Jodi S. Tymeson,73,Republican,Madison,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=77,77
House,Mark Davitt,74,Democrat,Warren,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=301,301
House,Eric J. Palmer,75,Democrat,Mahaska,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=6285,6285
House,Betty R. De Boef,76,Republican,Keokuk,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=96,96
House,Mary Mascher,77,Democrat,Johnson,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=46,46
House,Vicki S. Lensing,78,Democrat,Johnson,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=45,45
House,Jeff Kaufmann,79,Republican,Cedar,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=775,775
House,Nathan K. Reichert,80,Democrat,Muscatine,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=783,783
House,James (Jamie) K. Van Fossen,81,Republican,Scott,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=42,42
House,Linda J. Miller,82,Republican,Scott,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=6286,6286
House,Steven N. Olson,83,Republican,Clinton,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=243,243
House,Elesha L. Gayman,84,Democrat,Scott,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=6287,6287
House,Jim Lykam,85,Democrat,Scott,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=246,246
House,Cindy Winckler,86,Democrat,Scott,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=44,44
House,Thomas R. Sands,87,Republican,Louisa,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=249,249
House,Dennis M. Cohoon,88,Democrat,Des Moines,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=100,100
House,Sandra Greiner,89,Republican,Washington,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=251,251
House,John R. Whitaker,90,Democrat,Van Buren,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=296,296
House,David E. Heaton,91,Republican,Henry,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=97,97
House,Philip L. Wise,92,Democrat,Lee,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=98,98
House,Mary Gaskill,93,Democrat,Wapello,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=255,255
House,Kurt Swaim,94,Democrat,Davis,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=256,256
House,Michael J. Reasoner,95,Democrat,Union,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=258,258
House,Cecil Dolecheck,96,Republican,Ringgold,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=88,88
House,Richard T. Anderson,97,Republican,Page,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=772,772
House,Greg Forristall,98,Republican,Pottawattamie,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=6288,6288
House,Doug L. Struyk,99,Republican,Pottawattamie,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=262,262
House,Paul C. Shomshor,100,Democrat,Pottawattamie,NA,82,2007-01-08,2009-01-11,/legislators/legislator?ga=82&personID=319,319
House,Wesley E. Whitead,1,Democrat,Woodbury,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=167,167
House,Roger F. Wendt,2,Democrat,Woodbury,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=170,170
House,Chuck Soderberg,3,Republican,Plymouth,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=779,779
House,Dwayne Alons,4,Republican,Sioux,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=6,6
House,Royd E. Chambers,5,Republican,O’Brien,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=297,297
House,Mike May,6,Republican,Dickinson,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=780,780
House,Marcella R. Frevert,7,Democrat,Palo Alto,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=9,9
House,Dolores M. Mertz,8,Democrat,Kossuth,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=16,16
House,George S. Eichhorn,9,Republican,Hamilton,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=15,15
House,James M. Kurtenbach,10,Republican,Story,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=178,178
House,Henry V. Rayhons,11,Republican,Hancock,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=17,17
House,Linda L. Upmeyer,12,Republican,Hancock,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=180,180
House,William Schickel,13,Republican,Cerro Gordo,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=182,182
House,Mark A. Kuhn,14,Democrat,Floyd,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=30,30
House,Brian J. Quirk,15,Democrat,Chickasaw,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=31,31
House,Chuck R. Gipp,16,Republican,Winneshiek,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=32,32
House,Bill C. Dix,17,Republican,Butler,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=22,22
House,David Lalk,18,Republican,Fayette,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=183,183
House,Bob M. Kressig,19,Democrat,Black Hawk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=781,781
House,Willard G. Jenkins,20,Republican,Black Hawk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=25,25
House,Donald L. Shoultz,21,Democrat,Black Hawk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=26,26
House,Deborah L. Berry,22,Democrat,Black Hawk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=298,298
House,Daniel Judd Rasmussen,23,Republican,Buchanan,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=299,299
House,Roger Thomas,24,Democrat,Clayton,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=192,192
House,Tom J. Schueller,25,Democrat,Jackson,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=782,782
House,Polly Bukta,26,Democrat,Clinton,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=38,38
House,Pam Jochum,27,Democrat,Dubuque,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=35,35
House,Patrick Murphy,28,Democrat,Dubuque,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=36,36
House,Ro H. Foege,29,Democrat,Linn,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=50,50
House,Dave Jacoby,30,Democrat,Johnson,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=320,320
House,Ray S. Zirkelbach,31,Democrat,Jones,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=778,778
House,Steven F. Lukan,32,Republican,Dubuque,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=195,195
House,Dick D. Taylor,33,Democrat,Linn,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=53,53
House,Todd E. Taylor,34,Democrat,Linn,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=54,54
House,Kraig Paulsen,35,Republican,Linn,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=199,199
House,Swati A. Dandekar,36,Democrat,Linn,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=200,200
House,Jeff C. Elgin,37,Republican,Linn,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=51,51
House,Robert M. Hogg,38,Democrat,Linn,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=6257,6257
House,Dawn E. Pettengill,39,Democrat,Benton,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=773,773
House,Lance J. Horbach,40,Republican,Tama,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=60,60
House,Paul A. Bell,41,Democrat,Jasper,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=57,57
House,Geri D. Huser,42,Democrat,Polk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=66,66
House,Mark D. Smith,43,Democrat,Marshall,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=64,64
House,Polly A. Granzow,44,Republican,Hardin,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=211,211
House,Beth Wessel-Kroeschell,45,Democrat,Story,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=774,774
House,Lisa Heddens,46,Democrat,Story,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=213,213
House,Ralph C. Watts,47,Republican,Dallas,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=216,216
House,Donovan Olson,48,Democrat,Boone,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=217,217
House,Helen Miller,49,Democrat,Webster,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=219,219
House,David A. Tjepkes,50,Republican,Webster,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=222,222
House,Rod A. Roberts,51,Republican,Carroll,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=80,80
House,Mary Lou Freeman,52,Republican,Buena Vista,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=223,223
House,Daniel A. Huseman,53,Republican,Cherokee,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=10,10
House,Christopher C. Rants,54,Republican,Woodbury,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=4,4
House,Clarence C. Hoffman,55,Republican,Crawford,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=13,13
House,Paul A. Wilderdyke,56,Republican,Harrison,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=82,82
House,Jack Drake,57,Republican,Pottawattamie,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=81,81
House,Clel Baudler,58,Republican,Adair,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=78,78
House,O. Gene Maddox,59,Republican,Polk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=227,227
House,Elizabeth (Libby) S. Jacobs,60,Republican,Polk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=74,74
House,Jo Oldson,61,Democrat,Polk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=228,228
House,Bruce L. Hunter,62,Democrat,Polk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=317,317
House,J. Scott Raecker,63,Republican,Polk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=76,76
House,Janet A. Petersen,64,Democrat,Polk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=72,72
House,Wayne W. Ford,65,Democrat,Polk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=71,71
House,Ed S. Fallon,66,Democrat,Polk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=70,70
House,Kevin M. McCarthy,67,Democrat,Polk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=300,300
House,Rick Olson,68,Democrat,Polk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=776,776
House,Walt Tomenga,69,Republican,Polk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=777,777
House,Carmine R. Boal,70,Republican,Polk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=65,65
House,James L. Van Engelenhoven,71,Republican,Marion,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=95,95
House,Richard D. Arnold,72,Republican,Lucas,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=91,91
House,Jodi S. Tymeson,73,Republican,Madison,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=77,77
House,Mark Davitt,74,Democrat,Warren,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=301,301
House,Danny C. Carroll,75,Republican,Poweshiek,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=58,58
House,Betty R. De Boef,76,Republican,Keokuk,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=96,96
House,Mary Mascher,77,Democrat,Johnson,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=46,46
House,Vicki S. Lensing,78,Democrat,Johnson,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=45,45
House,Jeff Kaufmann,79,Republican,Cedar,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=775,775
House,Nathan K. Reichert,80,Democrat,Muscatine,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=783,783
House,James (Jamie) K. Van Fossen,81,Republican,Scott,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=42,42
House,Joseph I. Hutter,82,Republican,Scott,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=241,241
House,Steven N. Olson,83,Republican,Clinton,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=243,243
House,James R. Van Fossen,84,Republican,Scott,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=295,295
House,Jim Lykam,85,Democrat,Scott,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=246,246
House,Cindy Winckler,86,Democrat,Scott,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=44,44
House,Thomas R. Sands,87,Republican,Louisa,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=249,249
House,Dennis M. Cohoon,88,Democrat,Des Moines,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=100,100
House,Sandra Greiner,89,Republican,Washington,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=251,251
House,John R. Whitaker,90,Democrat,Van Buren,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=296,296
House,David E. Heaton,91,Republican,Henry,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=97,97
House,Philip L. Wise,92,Democrat,Lee,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=98,98
House,Mary Gaskill,93,Democrat,Wapello,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=255,255
House,Kurt Swaim,94,Democrat,Davis,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=256,256
House,Michael J. Reasoner,95,Democrat,Union,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=258,258
House,Cecil Dolecheck,96,Republican,Ringgold,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=88,88
House,Richard T. Anderson,97,Republican,Page,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=772,772
House,Gerald D. Jones,98,Republican,Mills,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=85,85
House,Doug L. Struyk,99,Republican,Pottawattamie,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=262,262
House,Paul C. Shomshor,100,Democrat,Pottawattamie,NA,81,2005-01-10,2007-01-07,/legislators/legislator?ga=81&personID=319,319
House,Wesley E. Whitead,1,Democrat,Woodbury,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=167,167
House,Roger F. Wendt,2,Democrat,Woodbury,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=170,170
House,Ralph F. Klemme,3,Republican,Plymouth,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=5,5
House,Dwayne Alons,4,Republican,Sioux,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=6,6
House,Royd E. Chambers,5,Republican,O’Brien,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=297,297
House,Greg R. Stevens,6,Democrat,Dickinson,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=8,8
House,Marcella R. Frevert,7,Democrat,Palo Alto,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=9,9
House,Dolores M. Mertz,8,Democrat,Kossuth,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=16,16
House,George S. Eichhorn,9,Republican,Hamilton,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=15,15
House,James M. Kurtenbach,10,Republican,Story,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=178,178
House,Henry V. Rayhons,11,Republican,Hancock,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=17,17
House,Linda L. Upmeyer,12,Republican,Hancock,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=180,180
House,William Schickel,13,Republican,Cerro Gordo,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=182,182
House,Mark A. Kuhn,14,Democrat,Floyd,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=30,30
House,Brian J. Quirk,15,Democrat,Chickasaw,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=31,31
House,Chuck R. Gipp,16,Republican,Winneshiek,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=32,32
House,Bill C. Dix,17,Republican,Butler,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=22,22
House,David Lalk,18,Republican,Fayette,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=183,183
House,Ervin A. Dennis,19,Republican,Black Hawk,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=185,185
House,Willard G. Jenkins,20,Republican,Black Hawk,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=25,25
House,Donald L. Shoultz,21,Democrat,Black Hawk,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=26,26
House,Deborah L. Berry,22,Democrat,Black Hawk,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=298,298
House,Daniel Judd Rasmussen,23,Republican,Buchanan,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=299,299
House,Roger Thomas,24,Democrat,Clayton,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=192,192
House,Robert J. Osterhaus,25,Democrat,Jackson,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=34,34
House,Polly Bukta,26,Democrat,Clinton,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=38,38
House,Pam Jochum,27,Democrat,Dubuque,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=35,35
House,Patrick Murphy,28,Democrat,Dubuque,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=36,36
House,Ro H. Foege,29,Democrat,Linn,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=50,50
House,Richard E. Myers,30,Democrat,Johnson,NA,80,2003-01-13,2003-08-25,/legislators/legislator?ga=80&personID=49,49
House,Dave Jacoby,30,Democrat,Johnson,NA,80,2003-08-26,2005-01-09,/legislators/legislator?ga=80&personID=320,320
House,Gene A. Manternach,31,Republican,Jones,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=56,56
House,Steven F. Lukan,32,Republican,Dubuque,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=195,195
House,Dick D. Taylor,33,Democrat,Linn,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=53,53
House,Todd E. Taylor,34,Democrat,Linn,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=54,54
House,Kraig Paulsen,35,Republican,Linn,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=199,199
House,Swati A. Dandekar,36,Democrat,Linn,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=200,200
House,Jeff C. Elgin,37,Republican,Linn,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=51,51
House,Robert M. Hogg,38,Democrat,Linn,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=6257,6257
House,Dell Hanson,39,Republican,Benton,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=206,206
House,Lance J. Horbach,40,Republican,Tama,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=60,60
House,Paul A. Bell,41,Democrat,Jasper,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=57,57
House,Geri D. Huser,42,Democrat,Polk,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=66,66
House,Mark D. Smith,43,Democrat,Marshall,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=64,64
House,Polly A. Granzow,44,Republican,Hardin,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=211,211
House,Jane L. Greimann,45,Democrat,Story,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=61,61
House,Lisa Heddens,46,Democrat,Story,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=213,213
House,Ralph C. Watts,47,Republican,Dallas,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=216,216
House,Donovan Olson,48,Democrat,Boone,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=217,217
House,Helen Miller,49,Democrat,Webster,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=219,219
House,David A. Tjepkes,50,Republican,Webster,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=222,222
House,Rod A. Roberts,51,Republican,Carroll,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=80,80
House,Mary Lou Freeman,52,Republican,Buena Vista,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=223,223
House,Daniel A. Huseman,53,Republican,Cherokee,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=10,10
House,Christopher C. Rants,54,Republican,Woodbury,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=4,4
House,Clarence C. Hoffman,55,Republican,Crawford,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=13,13
House,Paul A. Wilderdyke,56,Republican,Harrison,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=82,82
House,Jack Drake,57,Republican,Pottawattamie,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=81,81
House,Clel Baudler,58,Republican,Adair,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=78,78
House,O. Gene Maddox,59,Republican,Polk,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=227,227
House,Elizabeth (Libby) S. Jacobs,60,Republican,Polk,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=74,74
House,Jo Oldson,61,Democrat,Polk,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=228,228
House,Frank J. Chiodo,62,Democrat,Polk,NA,80,2003-01-13,2003-01-14,/legislators/legislator?ga=80&personID=67,67
House,Bruce L. Hunter,62,Democrat,Polk,NA,80,2003-01-15,2005-01-09,/legislators/legislator?ga=80&personID=317,317
House,J. Scott Raecker,63,Republican,Polk,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=76,76
House,Janet A. Petersen,64,Democrat,Polk,NA,80,2003-01-13,2005-01-09,/legislators/legislator?ga=80&personID=72,72
